2015-12-13 18:27:35,004 [0.0.0.0-startStop-1] INFO  o.a.c.c.C.[.[0.0.0.0].[/installer] - No Spring WebApplicationInitializer types detected on classpath
2015-12-13 18:27:35,049 [0.0.0.0-startStop-1] INFO  o.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2015-12-13 18:27:35,059 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-5080"]
2015-12-13 18:27:35,069 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized:  path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/root/
2015-12-13 18:27:35,071 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized: /live path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/live/
2015-12-13 18:27:35,078 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized: /chat path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/chat/
2015-12-13 18:27:35,085 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized: /vod path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/vod/
2015-12-13 18:27:35,094 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized: /oflaDemo path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/oflaDemo/
2015-12-13 18:27:35,097 [main] INFO  org.red5.server.tomcat.TomcatLoader - Context initialized: /installer path: /home/shaalx/GOPATH/src/github.com/shaalx/red5-server/webapps/installer/
2015-12-13 18:27:35,098 [main] INFO  org.red5.server.tomcat.TomcatLoader - Dedicated RTMPT server configuration was not specified
2015-12-13 18:27:35,099 [main] INFO  org.red5.server.ContextLoader - JEE server was found: TomcatLoader [serviceEngineName=red5Engine]
2015-12-13 18:27:35,116 [Launcher:/oflaDemo] INFO  o.s.w.c.s.XmlWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Sun Dec 13 18:27:35 CST 2015]; parent: org.springframework.context.support.FileSystemXmlApplicationContext@60df60da
2015-12-13 18:27:35,117 [main] INFO  o.r.net.websocket.WebSocketPlugin - WebSocketPlugin ctor
2015-12-13 18:27:35,128 [main] INFO  o.r.net.websocket.WebSocketPlugin - WebSocketPlugin start
